test_no,rel,rel_clustered,l_rank,r_rank,l_rank_clustered,r_rank_clustered
2523,360,32,13183,105447,98336,70189
2524,360,32,153881,10504,28954,1628
2539,370,230,742,1044,1166,477
2540,370,230,32272,288,14612,29038
2541,370,230,64080,55438,26722,35347
2542,370,230,509431,165466,105240,17493
2543,371,0,92,0,39593,40650
2544,372,241,65,41,378,82
2545,372,241,3440,272,16062,4310
2546,372,241,11666,2110,9782,1614
2547,372,241,54638,307,719823,7388
2552,376,93,3,13271,0,8059
2553,376,93,3,7,2,127
2554,376,93,3,5110,2,3987
2555,376,93,3,34210,0,651
2556,376,93,144,649090,106,607357
2557,376,93,212,936937,152,834732
2558,376,93,1300,1151,106,122
2559,376,93,3,1365325,18,1763972
2560,376,93,2,4097,13,10563
2562,378,230,11275,5557,12988,1612
2563,378,230,1633763,381969,2203979,1300926
2564,379,40,1046,265,3336,1069450
2565,380,82,14,10817,28195,98410
2566,380,82,25130,485994,952507,1162301
2567,381,74,12495,1624262,30102,876520
2568,382,324,959,9,2176,3196
2569,382,324,9150,568,18196,1847
2570,382,324,360061,8207,14605,95104
2571,382,324,666730,83669,1859235,775623
2572,382,324,619396,1377417,763837,1987179
2583,391,8,11677,478878,1407860,19286
2588,395,277,25362,324,21204,1981
2589,395,277,113100,23766,352056,126497
2590,396,140,648,295734,478928,1072847
2591,396,140,25445,14977,53682,25177
2596,399,64,464,46159,12922,501123
2597,399,64,1559189,1137573,1732225,1376483
2598,399,64,415,4,31343,11502
2599,400,17,3585,5096,7677,157443
2600,400,17,11192,1840,59477,526077
2601,401,149,715,8242,2965,794801
2602,402,7,3767,339330,1120,45037
2603,402,7,1741887,964584,1468581,736217
2604,403,198,15045,147191,865854,1448837
2605,403,198,1834813,305190,1273601,1891963
2607,405,111,161,15994,20699,14138
2608,405,111,376320,56015,1308807,1890979
2609,406,0,2016,19,65312,1388664
2610,406,0,226485,1145034,1074584,967337
2611,406,0,25,662,13419,776048
2612,406,0,0,382,6533,552773
2614,408,173,2,641695,1524625,768564
2615,408,173,2,176174,1577242,1171026
2616,408,173,1,503323,1563901,1169490
2617,408,173,1,151855,1491206,609407
2618,409,3,10,1,273421,3618
2619,409,3,314,110,2257127,4316
2628,411,291,1603,4934,1799,6561
2629,411,291,73,1985,59,1025
2630,411,291,4247,139044,12172,747656
2631,411,291,0,1365,30118,545848
2632,411,291,1732301,1019203,507776,2067945
2633,412,23,1944376,1276942,2133715,1691699
2634,412,23,6230,191,883,6042
2637,414,209,996543,989241,748126,461900
2638,414,209,133,211,18981,1874498
2639,414,209,24800,30536,1721202,1960612
2640,414,209,1944443,321,913426,1507135
2641,415,140,28220,716,2662,55
2642,415,140,226,136,197858,2825
2643,416,194,100,380,895,295
2644,416,194,65001,56404,27738,1522923
2645,417,82,18,27541,4,2014
2646,417,82,77042,1505933,314202,1193576
2647,417,82,1469073,1478184,428522,1367655
2648,417,82,748598,1609759,1997672,508131
2649,417,82,602535,1245455,324665,1281418
2650,419,0,1398590,659298,1174430,5346
2651,420,139,1734,5282,1344,25821
2652,420,139,27298,6392,1242416,504895
2653,421,0,55124,446848,13292,1057961
2654,421,0,0,350,7733,80735
2655,423,0,747663,493831,1821756,587209
2656,424,308,286,7770,3153,5963
2657,425,141,1392745,1411080,1250731,1592927
2658,425,141,470,125,900,57348
2659,425,141,2091125,1568411,1416794,511552
2660,426,369,42439,347893,23063,19689
2661,426,369,2339,5415,230525,80847
2662,426,369,260520,962254,984175,1007025
2663,428,239,240089,1227272,838304,1164844
2664,428,239,2198252,2243144,2244525,2221173
2677,439,93,1,9122,0,7540
2678,439,93,5,2092120,1,190701
2679,440,240,9149,287193,1878089,899536
2680,441,366,3681,21795,18199,40776
2681,441,366,102876,488,2275,42
2682,441,366,380731,7552,719083,1493257
2683,442,9,1564255,75198,1595048,2077925
2684,444,296,1722,1799,3152,16764
2685,444,296,769,44953,1761,237200
2686,444,296,393,1307,1701,2400
2687,444,296,353415,843363,384949,1640258
2688,445,177,139052,569468,220240,1125903
2689,445,177,161908,74576,853187,513458
2690,445,177,2032251,1652979,1573575,1032933
2691,445,177,667345,1744080,298705,1389935
2695,449,54,7990,12061,9091,350629
2696,449,54,3102,61840,1785517,1263669
2698,452,0,2432,1623,2530,2592
2699,452,0,735,800866,743786,993588
2700,452,0,67,498424,17515,336670
2712,460,178,57,671,12,195
2713,460,178,1037120,1965432,350553,1768143
2714,460,178,570601,287,480127,328
2718,463,171,440,38,1693,19282
2719,463,171,20765,904,912978,855258
2720,464,374,53,157143,1225545,705058
2721,464,374,216662,235432,1368784,597756
2723,466,394,125,265,1087,2189
2724,466,394,1262418,1196329,1883170,2120356
2725,466,394,895,33,145,127406
2726,466,394,0,719,299342,55007
2727,466,394,74574,11543,235675,1171396
2728,467,296,56692,4155,3355,77755
2729,467,296,13,98,35115,17003
2730,467,296,69374,5138,1513445,1845345
2731,467,296,97,9714,175303,683153
2750,477,9,12951,1042307,2041931,472044
2751,477,9,481,86889,1910323,1211038
2752,477,9,37,2392,506354,2227051
2753,479,432,54868,231209,224528,308804
2754,480,28,1305591,1305,1598807,844521
2755,480,28,73077,74,2113503,1941778
2756,480,28,9276,8,875780,2078707
2757,481,12,4827,9,18509,390521
2758,481,12,73074,257,28544,178409
2759,481,12,53501,34,854141,292913
2766,487,236,866386,532493,1654753,1365095
2767,487,236,28400,2880,1258655,1483091
2768,488,11,2254,1306,721,524
2780,492,178,716,69279,26941,150980
2782,494,437,14628,279655,3889,46329
2783,495,80,43,1,9949,7024
2784,495,80,38483,86,346718,41178
2793,498,153,18,838,73,2257
2794,498,153,3,1723,2,16846
2795,499,170,27,167,23393,77566
2800,504,243,303,99,3000,961
2801,504,243,12290,2065,1608,2610
2802,504,243,23743,3150,11272,299
2803,504,243,230451,25,1114463,1740004
2804,505,155,438674,10953,1815426,2121071
2810,513,132,88,103,940244,1122545
2811,514,49,1195503,1725153,1570433,1374020
2812,514,49,4501,2248536,1880071,1205291
2813,514,49,1225409,117620,1199419,160501
2814,514,49,721317,526768,1706436,1075455
2815,516,243,11673,47,910355,45328
2820,518,139,636,108,4505,33124
2821,518,139,118,479,865,16119
2822,518,139,607129,333969,1431794,495422
2823,519,21,54515,2070,13554,11093
2824,519,21,80281,584,86533,10734
2825,520,56,160112,223575,1056670,385335
2826,520,56,6864,181418,1839,35092
2827,520,56,805,566,4,353
2828,520,56,52812,4282,287956,767
2829,522,354,281,2984,82365,12476
2830,522,354,739,68731,1528,8058
2832,527,83,1373836,1110858,1753432,1499638
2836,529,432,1313952,1686505,1656767,2101431
2837,530,154,24396,19461,16422,278814
2838,530,154,13866,1988,40488,96597
2839,530,154,611191,6816,845361,1802970
2840,530,154,985719,214381,97489,89067
2842,533,133,158,4,719,2
2843,533,133,117167,217597,870584,328089
2847,536,54,659,1036,460,1940
2853,540,114,24652,2517,10172,3237
2854,540,114,1825824,13094,1294706,635676
2855,540,114,42437,141274,34249,1481155
2856,540,114,309169,56916,1812812,715853
2857,542,99,35347,21067,373510,501243
2860,544,160,2147814,1464981,2088357,1160757
2861,544,160,523634,38977,643489,521991
2862,545,0,6618,682,12247,81095
2863,545,0,983379,20081,1752472,676396
2864,545,0,23211,1255,302002,2118481
2865,546,191,37398,111,97570,455407
2866,546,191,705304,79,1303711,2066953
2869,550,168,27373,620,34412,199743
2870,550,168,7542,1791632,1091061,164385
2871,551,86,54358,482,3711,2009123
2872,551,86,114601,321149,413508,1987427
2873,551,86,1182,6512,409599,1517737
2874,551,86,1848503,1137628,129636,1035852
2875,552,9,3010,3195,2967,5493
2876,552,9,540,4662,9,541
2877,553,37,0,9390,8440,151
2878,553,37,0,3528,6833,1277
2879,553,37,0,5493,12152,7012
2881,556,236,342,392347,1543845,1789383
2882,556,236,1559,379,709353,97516
2883,557,68,848,1927,882,680133
2884,558,82,11,22,852,33095
2885,558,82,301035,5432,768602,1062099
2888,560,151,716,142948,4457,1454792
2889,560,151,251,8456,547,132137
2890,560,151,72,234,459,65
2891,560,151,54,316,436,1270
2897,563,277,7896,99213,4614,158675
2898,569,22,373301,84425,51395,56378
2899,571,240,15220,862,31103,554356
2900,572,168,14,131,2592,110260
2901,572,168,0,46,1257391,7146
2902,572,168,21,35,1461444,393586
2903,572,168,85336,849,579431,31850
2904,573,71,542,74,13049,7764
2910,576,230,18,859,8,240
2914,580,324,151,377,29,1247
2921,583,177,11968,839,25802,318879
2922,583,177,4186,276,7923,11424
2923,583,177,2259857,3239,1683157,1760802
2928,588,308,2032,1447,6737,49738
2929,589,446,313,1949,664263,1009323
2930,592,98,44816,51339,40058,144965
2933,594,410,2151,645,3346,793
2934,594,410,7563,227,35626,196
2940,597,254,107808,323126,1321617,2146424
2941,597,254,1126,903,6233,444681
2942,598,98,0,64,26471,815357
2943,598,98,0,318,1193336,144482
2951,605,394,0,2336,769338,444401
2952,605,394,0,163711,735818,357459
2958,610,67,944,16928,614,2101
2959,611,170,4198,2023,190035,22624
2960,612,168,32618,174229,1769,120536
2961,612,168,4651,9789,2783,55903
2962,612,168,1443087,477082,1539276,686429
2963,613,38,751,426,382,523
2969,619,40,914,1,642,2210504
2970,619,40,24520,7573,39997,2044954
2971,619,40,4942,13,128429,607138
2975,621,330,2714,184,1512375,1566691
2980,624,69,28687,86,52442,1568
2981,624,69,603982,406,358161,1866
2982,624,69,922446,13450,616321,11443
2983,624,69,93265,21728,1973877,541158
2984,625,40,3670,44799,1803937,178478
2985,625,40,1886693,4476,5657,377075
2986,625,40,1528074,153493,1780748,310542
2987,625,40,1790573,268277,2196856,341876
2990,628,98,446,656,108041,201121
2991,630,9,604,23,40832,20
2992,632,366,90542,57485,85574,5967
2993,633,511,74000,127934,2134868,855852
2994,633,511,1797527,53765,1731571,1604
2995,634,0,34,112,1001,7306
2996,634,0,3640,865,3688,12611
2997,636,608,1133566,687122,2221842,1648392
2998,636,608,226586,20,1858315,41677
2999,637,212,6593,0,41892,253
3000,638,601,2099879,1403266,1982604,306477
3001,638,601,94152,999888,1565455,1775729
3002,642,173,251,416,161,715
3003,642,173,220,2001,819,17215
3004,642,173,1043,5371,986,1849
3005,642,173,19968,253,15965,123
3006,642,173,5940,677467,367255,133933
3013,649,12,17505,224724,3891,1212555
3014,649,12,3037,780,250,2088
3015,650,304,1217,1148,2437,371310
3016,650,304,1906,116988,2033,50148
3017,650,304,4551,65456,3376,414475
3018,650,304,12980,16130,36024,4979
3021,653,85,101,33,792,169856
3022,653,85,1013409,1598557,1644691,951161
3023,653,85,10047,2510,17285,6703
3027,655,154,57,19,83734,2051434
3028,657,359,27136,285,766350,784820
3029,659,31,92520,3775,1640168,58018
3030,659,31,94943,1285390,2048200,1275791
3034,661,185,9427,1584,10583,4811
3035,662,139,6332,127,1011,426
3036,662,139,1940595,1498071,1978518,1393621
3037,663,568,264,1593,956,14932
3038,663,568,5591,538679,798,363972
3039,663,568,525089,5004,1458748,215846
3040,663,568,1106530,345191,12473,43436
3041,663,568,269740,416630,11291,94930
3042,664,390,282,20241,1013,7358
3043,665,146,2191882,424541,2001179,1375871
3044,665,146,5673,229760,170232,70968
3045,665,146,31011,818176,303367,1562235
3052,668,104,13,11346,273,17183
3055,670,43,4982,1798,44101,56623
3056,671,17,524718,861,902403,81216
3059,674,369,10620,3601,55378,1480
3060,674,369,25211,19,0,16
3061,675,194,794918,802779,1050237,548354
3062,675,194,47995,26,9077,80
3063,675,194,233576,662148,1396473,632705
3064,675,194,1852,291,553,1242
3065,675,194,1012991,1469346,36741,92546
3066,675,194,632590,393020,599586,772953
3067,677,43,291063,14,1727802,1273307
3069,680,68,5024,89,1175172,238898
3070,680,68,493895,2283,185482,218
3071,681,252,661,13744,5165,27889
3072,681,252,75,533,601,12833
3073,683,136,144910,1139,111708,269
3074,683,136,52437,17422,98620,268
3075,683,136,827300,1721394,912943,1409511
3082,689,116,1477954,14083,1796472,2121251
3083,690,80,2074,35,59242,61190
3084,691,5,28,15057,484,30257
3085,691,5,1226902,1434155,1016681,981908
3086,691,5,30053,15669,155574,1590672
3087,691,5,5596,256,16550,326
3088,693,535,9586,19589,242074,94225
3092,695,470,632,3,499,1030
3093,695,470,57,88,7591,876894
3094,695,470,1693885,21180,1174941,188783
3095,696,63,272,5798,2,403
3097,700,26,1303186,359275,1877456,965823
3106,711,666,1115181,37910,1928823,415625
3107,712,614,620180,887,1634523,1026916
3108,713,54,268,104,2737,222733
3111,715,46,285714,0,1563611,1141882
3112,718,168,4789,22,326184,4397
3113,719,407,19845,6286,93816,65842
3114,719,407,168404,1062682,2040010,1242020
3123,726,137,1859,1928,1837,3008
3124,726,137,651,1413,1115,1040
3125,726,137,49040,2082,132558,148
3126,727,43,693,26,1197,36
3128,730,98,1927762,109336,280957,1009644
3130,732,11,1642,259,4086,451
3131,732,11,58152,567297,321173,105938
3133,735,241,2545,6242,12152,19404
3134,735,241,1580,149591,1695,39266
3135,735,241,13843,7395,5473,8880
3136,735,241,134025,9811,194741,12486
3137,735,241,206215,214,412467,2941
3138,736,458,44718,1221808,80474,153495
3139,736,458,326869,185,1426123,308
3140,740,111,44,1492,6400,35075
3141,741,42,1662499,460680,855102,1340993
3142,742,308,76,11326,629295,1109257
3143,742,308,257,8186,1262300,711511
3144,742,308,4297,427984,1675015,2107259
3145,742,308,30,386250,2044387,1119367
3146,742,308,208959,290886,223155,1422101
3147,743,2,172951,2988,396412,881
3149,745,122,224,23,663684,1268492
3153,747,154,349,161643,988,1748429
3154,747,154,1857932,948899,945749,2141342
3156,750,374,117772,19643,47095,63830
3158,752,673,1934680,70622,1714998,863633
3159,752,673,409743,124918,2022779,1255086
3160,753,608,4230,107626,832256,60476
3162,759,365,1782340,11672,2190887,334856
3163,760,599,12975,75,6365,52
3164,760,599,267,21,2141,6
3165,763,432,973,4771,11416,14002
3168,767,363,3095,246,21628,527181
3169,768,359,1456261,1256661,895061,506765
3170,771,46,495,2371,21454,33087
3171,777,773,622992,1968679,534701,1924634
3172,778,154,238113,79231,1467918,1613357
3173,780,229,723855,2031548,89675,452204
3174,781,631,632,5173,991,1767
3175,781,631,3776,2908,3933,30068
3176,782,614,453342,169944,1846726,405
3177,782,614,176896,1396115,220877,822017
3179,786,359,2223,15255,15084,2026242
3180,787,177,303166,746,126133,9852
3181,788,338,440843,648029,1632637,458725
3182,792,397,3,1889,582,10665
3183,792,397,5060,1136910,268996,205854
3184,798,42,5401,265,6742,330
3185,799,12,8038,8309,6729,22096
3186,800,54,0,128,2275,20297
3187,800,54,54,2909,256,1074200
3188,801,502,1195,8,11753,148188
3189,801,502,921,37,1298765,508776
3190,801,502,1028,1,48292,1364897
3191,802,697,427,270,1406,450
3192,802,697,1282,4850,7897,5784
3193,802,697,21946,88253,10094,2330
3195,804,394,201,24,2425,8542
3196,804,394,1289,4047,8485,5296
3197,804,394,1427287,500767,1453073,1214523
3198,804,394,310231,719,52940,30267
3199,805,63,32,561,97,2338
3200,805,63,1653,47,9782,949
3201,806,167,444,15,2712,15126
3205,809,203,3,408,1092793,1054688
3206,810,5,1072047,1723161,29884,201404
3207,811,196,2243303,880414,2255897,569558
3208,811,196,366098,58589,39111,885420
3209,811,196,908612,321193,1838421,1105391
3210,815,120,66,140,49904,427093
3211,816,99,682,138,355,739
3212,816,99,30091,6428,102772,79487
3213,816,99,21314,678,13016,1354
3214,817,141,1293683,399925,1636391,1183626
3215,819,120,2783,1352,12545,16519
3216,820,692,15,955,936,107685
3221,824,40,35276,2737,87140,1803218
3222,824,40,119,322,103315,725597
3223,825,0,266039,3723,711104,266873
3224,826,615,34487,723129,515360,1826123
3225,826,615,1471,1043,5833,3108
3226,828,1,2144025,1657429,1925177,849315
3227,829,74,0,517,816,1275844
3230,831,6,1062,300,1095,6
3231,831,6,424235,2884,211865,546567
3235,837,178,122,28,27,5281
3236,837,178,43264,187,262116,7392
3237,837,178,53960,2001,76496,1148923
3238,838,333,27456,2531,88690,31953
3239,838,333,1163673,83204,1477678,1713901
3240,840,73,848001,8034,6524,4746
3241,841,38,79,620,424976,538423
3242,841,38,533,816,1954919,152134
3243,841,38,513,181,143004,2926
3244,841,38,613,70,327530,587970
3245,842,2,550709,264,492835,1630276
3246,845,705,2254,64,5776,67493
3247,846,14,16639,202056,32724,86825
3248,846,14,192,35,5208,98990
3250,849,240,18272,2248040,125539,2150992
3254,852,288,1179,173,5656,99
3257,856,614,1494789,605570,1328266,911884
3258,856,614,1382779,736119,1502011,212352
3265,860,14,37836,290604,1414334,1987591
3266,860,14,3376,66125,82703,1255472
3270,869,183,12781,905,26205,1045277
3271,869,183,1951283,570051,20520,719207
3272,869,183,1547100,1772666,1896204,2225505
3274,871,9,1160697,6755,1327767,520
3277,873,599,1744796,142229,1151541,27755
3279,875,167,418,632,39272,56068
3280,875,167,5387,273,29354,10268
3281,875,167,1357,1214,88380,13592
3282,875,167,5953,3166,1067415,2250824
3283,876,692,14883,309,295340,4022
3284,879,453,564629,1040837,399684,10184
3285,881,509,3228,14933,1994,1359342
3286,883,47,36057,6288,9554,23871
3287,883,47,530967,12547,576110,14193
3288,883,47,516417,20421,934904,4559
3289,884,601,604,194,74,933
3290,884,601,13599,31583,11256,249486
3291,885,24,118199,112,6498,215
3293,887,0,4638,8621,78209,365993
3294,888,241,292050,195273,197945,38805
3295,889,111,244,148,48140,739
3296,889,111,16687,700,8930,1623
3297,889,111,7030,63,417677,19999
3300,893,185,2864,35371,156,17306
3301,894,857,1531971,1777071,2025860,2044346
3302,896,114,4664,1373,15637,20276
3303,897,523,4181,10,52183,18339
3304,900,369,2362,298,1041,9611
3305,900,369,105501,1324837,227635,952327
3306,901,458,1559314,91139,631418,220343
3307,902,608,2746,163,556474,538
3308,904,120,3356,29,87678,391459
3309,904,120,54688,8375,6178,31210
3310,904,120,973324,6528,734546,5435
3311,905,58,1645,6260,3327,43262
3316,909,773,141283,665998,710803,2179417
3320,916,260,1294,63,629,10251
3321,916,260,697474,10484,1015824,158268
3322,919,154,9744,971,3261,9404
3323,919,154,13,551,15125,21995
3324,920,71,62,17,66447,568474
3325,920,71,4471,2217,602,1285
3326,920,71,62,7,17144,50475
3327,920,71,115,2,486451,558350
3328,921,196,61414,910757,227102,1438063
3333,925,194,1799620,55177,510748,34661
3334,927,49,1076988,7477,1386697,967526
3335,928,22,126119,622265,1329229,1622567
3336,928,22,3330,289910,14891,44091
3337,928,22,11128,50415,1181128,73674
3338,928,22,78235,959829,763909,1769300
3341,931,79,14009,1720037,25553,308370
3342,932,79,106194,0,27605,11023
3343,933,136,444,255,9365,12506
3344,934,345,49353,147062,127871,225075
3345,935,293,43521,5583,575775,1715135
3353,939,772,9418,4,183354,8417
3354,942,23,14971,1266637,48959,1695479
3355,942,23,25224,181,191897,1270
3356,943,851,119905,221,320402,12375
3357,945,31,1611,589,11127,99866
3359,947,511,1980,1666,2694,15516
3360,948,601,37214,28,142742,52454
3361,948,601,64575,1,387921,89477
3362,948,601,39062,21,145719,22583
3365,953,120,1242480,482179,1990309,304393
3366,955,125,601,3808,2768,40442
3367,955,125,698,2,685826,230677
3368,956,485,246,301,14,245
3370,958,173,3171,639,47298,60095
3371,959,447,677,76145,5978,105209
3372,959,447,238535,1405941,1468151,473322
3373,960,502,23082,9588,4852,953
3374,961,173,8592,2065,176037,2026491
3375,961,173,209537,431,1078079,1999736
3376,962,53,2556,26285,16301,319144
3377,962,53,64591,21651,18367,53176
3378,965,50,258690,42724,14939,6959
3379,966,0,34477,825021,15924,474081
3380,966,0,1595,3468,46080,103252
3381,966,0,158,1770,6,24508
3384,969,0,953,301308,867137,700132
3385,972,209,876566,39,25096,1409523
3386,975,669,20,376,37,165
3387,976,766,1406,258,8309,11091
3388,976,766,6568,2968,345838,18606
3389,976,766,192538,10329,1928871,61181
3392,978,154,62,168,547159,929865
3393,978,154,93,2002,1224537,1893392
3397,983,20,533605,1506915,484181,1962344
3398,984,43,2019,16812,19202,13549
3400,986,579,75002,117856,250198,1350798
3401,986,579,351085,1634487,29239,1414652
3402,986,579,374208,1425126,1773770,1268149
3404,989,471,16462,2121,2476,1327
3405,990,19,403,12088,863,11814
3406,990,19,9664,14,6766,2588
3407,990,19,1228355,106900,1853335,1024066
3412,998,154,0,14253,49,229616
3416,1001,387,1,1403,15765,70189
3417,1004,766,1086523,1039207,1504612,2009663
3418,1009,620,706,347,981,3248
3419,1009,620,902355,2692,66539,25184
3420,1012,168,176,1425988,39067,786903
3421,1013,236,39966,115,345940,295003
