id,l_rank,r_rank,index,h,t,r
5474,773376,771254,7579,171,652580,8088
5475,5351,17115,7062,220319,248,8089
5476,505,5,1139,977,3923,8094
5477,7447,1404,9578,110,10516,8111
5478,411,13,4689,27955,239,8115
5479,6580,2924,3759,564,1260,8118
5480,2200822,1960508,3883,1056024,12097,8154
5481,37078,522,3864,25573,5893,8158
5482,44862,4,1152,547495,4314,8159
5483,105689,15048,1938,57211,3457,8162
5484,4942,51623,5300,732,103006,8163
5485,11,6,3440,78548,4822,8177
5486,194,111,2768,4062,19651,8181
5487,376,142,1688,1448,58708,8188
5488,13577,39,7885,131689,2092,8191
5489,10,6,9047,6717,3631,8205
5490,14856,3447,516,1283,2429,8215
5491,275,28225,4609,111,87590,8218
5492,309362,1385186,812,78365,60862,8220
5493,244959,1659492,345,1029260,65333,8232
5494,127,612,9118,14,117829,8234
5495,3346,6,4667,51785,2610,8238
5496,1772,67732,5133,101127,44270,8239
5497,2205904,1807507,8981,66390,2263893,8260
5498,396,151472,7287,1594,141386,8268
5499,158,35,4037,321,66224,8272
5500,2049,9689,9450,2043,5836,8289
5501,112234,44956,4770,475661,70899,8292
5502,9,948,2515,68,11358,8293
5503,259663,1141050,7042,28229,28345,8294
5504,13,308,3142,546,132174,8295
5505,104,176,9138,14,138348,8296
5506,156423,8107,6188,11728,652,8301
5507,7487,451,1585,52493,52881,8303
5508,741,247799,3935,1028,372244,8305
5509,93678,1034711,372,404367,23754,8308
5510,104681,448,8495,67701,791,8312
5511,444421,972441,9059,954940,4310,8328
5512,989,671,8160,577286,8964,8353
5513,2418,2582,8414,10111,4908,8362
5514,2026610,1080837,5160,685731,125,8364
5515,460321,148990,6969,70543,761732,8366
5516,32,1,9638,207781,23,8367
5517,83,40,248,1897,5213,8371
5518,1012552,2060542,5746,2263118,112291,8374
5519,36,6104,332,15946,185393,8378
5520,790,198202,9957,137,67288,8402
5521,622450,934821,1734,2186,736197,8408
5522,1324271,761699,2727,408952,85419,8411
5523,379,392,1923,17210,2897,8416
5524,10239,63021,2103,5,18059,8418
5525,995110,689414,4713,31770,846215,8420
5526,1975,52911,1252,44037,497110,8426
5527,1485522,131015,8149,1318658,1048,8443
5528,43640,567898,4825,33738,534830,8458
5529,951,1500,1518,9619,19752,8465
5530,54309,262,936,191223,17669,8465
5531,293559,31688,1516,667404,3605,8465
5532,674,18,1428,56229,4249,8477
5533,3102,8506,7195,3865,61,8488
5534,362,3766,9409,1574,5866,8489
5535,1239,19972,5765,3925,305574,8491
5536,1637,3350,3630,2407,5906,8492
5537,13,66,9282,2595,2099,8494
5538,25362,2235,7033,18053,3855,8497
5539,491387,887614,1304,1037154,171904,8503
5540,234,2138,9631,1754,1700,8514
5541,118684,1254564,3629,555839,44138,8524
5542,839037,1689882,3192,5,1255178,8556
5543,2,72,3643,129,995,8556
5544,2072127,1733,2004,837350,336832,8560
5545,1152787,1124617,362,358406,4464,8583
5546,25,16,1662,938,403,8587
5547,2444,871,1429,360188,53426,8604
5548,1611,2723,7828,24305,24147,8616
5549,3640,627,6798,16133,1624,8618
5550,211,19,3703,472685,1355887,8626
5551,296,3770,8446,36036,69984,8644
5552,382,3350,9781,3185,1737,8656
5553,463,221,954,359212,1548,8662
5554,12858,3084,8045,38987,41649,8666
5555,661170,43075,5065,413776,1666,8666
5556,60,236,3348,212,4040,8668
5557,1322,1009,5128,1183,3077,8684
5558,719,10625,8903,5144,32966,8687
5559,441,13948,310,5114,134187,8691
5560,4776,508,6470,476,210,8693
5561,314087,1679461,1981,468602,1161,8695
5562,38,75,9943,39,803,8699
5563,415,1364,909,134,3545,8704
5564,5336,1302,3237,913,4850,8711
5565,9894,6930,6646,60384,161227,8720
5566,14305,747,6224,20882,88012,8722
5567,520289,513931,212,3583,418691,8724
5568,471848,6489,8901,712839,6574,8731
5569,1141153,115130,9307,43875,896552,8770
5570,47806,5,149,24618,10980,8792
5571,1512289,1318233,431,843,1378360,8794
5572,1861945,1377107,7023,429343,1113756,8807
5573,26989,5,1404,73259,56,8816
5574,26391,2020,8351,5992,639,8822
5575,516353,395788,1611,1040011,499467,8825
5576,1645,9870,6056,257,126377,8828
5577,2326,1507,5783,76903,806,8833
5578,953139,1761646,4977,1059309,499293,8843
5579,69543,51,2862,91991,1066,8847
5580,16223,1623,8415,143863,13104,8859
5581,156,11,2708,5188,16214,8864
5582,17847,3,4170,33732,81695,8872
5583,110229,5101,8747,334629,13532,8895
5584,1,370,2298,612,122121,8896
5585,199,126355,1468,3711,2263536,8921
5586,10159,370,1756,36711,75827,8954
5587,20017,2204,2355,47250,5839,8958
5588,207,1899,7441,542,725,8963
5589,11762,4930,7474,4945,490,8973
5590,2454,759,4088,1066,503,8980
5591,455706,39,1138,465784,642489,8987
5592,697176,246496,7767,1334,422560,8994
5593,1839255,256139,4564,10053,802298,8999
5594,3056,14979,8820,1109,23605,9002
5595,107,32095,2915,529,151908,9004
5596,649,131141,4035,321,81388,9006
5597,16759,116115,2930,181509,644398,9052
5598,7759,349167,1833,506,190779,9061
5599,2114,8420,2383,69,6412,9063
5600,206333,18541,5316,136642,1056,9078
5601,4621,18932,6433,2297,38316,9111
5602,2139003,973573,4062,411653,724121,9111
5603,621,2,4853,234,105,9113
5604,98664,107258,1277,359828,76,9138
5605,303013,79705,1131,16112,937131,9145
5606,313661,6738,7307,276082,7721,9148
5607,970,85,1301,4288,2890,9149
5608,430,0,7075,53658,605,9197
5609,90,2309,7807,293,817,9206
5610,486,652,7937,11149,56891,9208
5611,1220519,1800245,2964,1413108,7323,9211
5612,217,1437,6670,2764,17319,9217
5613,1290,150,6540,27519,456,9217
5614,2,302,617,172,983,9224
5615,1253,61,9779,3793,343,9224
5616,993,72,9652,3458,240,9229
5617,84314,65,6142,193757,701,9232
5618,1141,500,6204,7,3784,9238
5619,1655,81021,7732,102,246789,9248
5620,1,10,799,570,1252,9251
5621,15299,47840,502,545175,158046,9254
5622,1425951,726635,7119,45392,2263817,9258
5623,1020,3689,9184,1654,4960,9280
5624,2581,79,7051,6218,72,9282
5625,1144,1465,3880,172565,6042,9284
5626,1853253,664890,7872,58439,2263856,9286
5627,87505,1995,8740,79047,1404,9308
5628,478,9191,4760,1062764,2263727,9309
5629,243543,51598,1851,148422,11533,9314
5630,32069,441906,824,19880,32278,9333
5631,358,115,4868,4403,419,9338
5632,5,0,9917,14025,23,9349
5633,632043,1990127,6063,1365939,19201,9352
5634,47,20,4389,2574,13441,9362
5635,5786,5758,2949,16196,19163,9371
5636,1002,61,3296,2296,203,9374
5637,58057,107664,4115,364276,82748,9426
5638,50855,994,9513,84323,94,9443
5639,6104,1056,9447,233,28,9462
5640,12721,106575,5973,8465,57216,9472
5641,5,103,3795,45,20032,9477
5642,4114,954,3001,3010,11451,9477
5643,57121,2272,8115,41415,14033,9488
5644,101195,226062,8624,22506,64111,9501
5645,268,141,5248,193,7241,9502
5646,1220266,286789,3981,1056597,2263695,9513
5647,1126653,1843168,9927,1094298,2843,9530
5648,84300,24686,2765,67305,428700,9549
5649,46343,70906,935,135574,223625,9551
5650,153384,1235726,996,664044,304,9556
5651,3721,1442,3544,8155,3929,9564
5652,115938,148115,3138,546,640185,9587
5653,654,196613,9661,10717,177311,9595
5654,2572,2505,1330,1170,21,9608
5655,1027867,1021055,4216,1434807,279968,9653
5656,534,2588,5667,2,4115,9654
5657,3,53,7617,779,1004,9673
5658,753,667509,5629,35982,80483,9674
5659,390,12,5178,38486,22443,9674
5660,2153465,9,5630,1070051,239213,9674
5661,18663,640305,8438,14278,2263872,9706
5662,429,11795,4883,2116,24443,9708
5663,11989,797815,549,10345,219905,9710
5664,32,0,7477,21990,47102,9715
5665,120614,113240,7566,397,281743,9726
5666,3047,38,2777,6045,156,9739
5667,6726,2662,6028,10212,2138,9753
5668,103,482,9664,1493,55694,9754
5669,603,232,557,413,10,9775
5670,817516,3901,3295,232910,26189,9778
5671,16512,8755,6896,20888,11213,9791
5672,20531,2279,8465,3844,39089,9795
5673,480745,39685,6730,2980,184813,9811
5674,1840182,9540,7703,276453,40863,9817
5675,170525,1841446,5207,858221,68466,9819
5676,21,72653,3656,129,107422,9856
5677,514543,334222,3164,120636,33432,9857
5678,17,512,5734,278,26048,9869
5679,2150,2165,9234,10,285,9872
5680,2112025,799091,7006,22318,1308485,9896
5681,60234,6538,6723,47397,219964,9896
5682,1353,10,9365,698,88,9898
5683,15505,1897,4125,29721,1411,9899
5684,12651,1324,3064,2601,87,9903
5685,4948,160,4532,18716,717,9918
5686,14207,244945,6555,299942,50379,9919
5687,14038,129674,5582,446,364904,9922
5688,998,20382,2357,687,15373,9923
5689,15556,196936,9987,2733,186567,9924
5690,454,98,3444,820,387,9927
5691,747,557,6419,438,1185,9945
5692,265048,2155,7648,174419,393,9965
5693,364295,1038947,3104,4200,706200,9973
5694,810604,8861,347,4534,616117,9996
5695,758719,1916981,7760,885090,12926,10001
5696,477491,1995632,6391,693631,458763,10010
5697,1422,73,4393,107963,12766,10022
5698,173075,144285,3242,1050942,6094,10035
5699,3739,2916,6542,2732,37957,10040
5700,67,0,4658,33090,15288,10060
5701,803609,439641,3320,89,939765,10077
5702,281,509,6583,7520,43122,10083
5703,875,2773,701,216,8176,10091
5704,2959,460,8014,32135,537,10091
5705,145809,5089,6516,71989,1530,10092
5706,0,7,3626,94889,3767,10112
5707,42217,149418,1052,19,92091,10121
5708,9543,33,8158,28259,4765,10124
5709,36,82911,6608,8949,358870,10134
5710,7386,1640,3987,679252,75026,10136
5711,146782,908597,949,828206,31080,10152
5712,804063,315483,8946,11303,1076938,10182
5713,611,49313,9729,7592,236980,10190
5714,2094303,563863,3523,17396,397261,10194
5715,25683,5107,6598,21563,10136,10201
5716,1472102,295120,7816,98115,195681,10205
5717,424787,154924,1281,141471,74582,10238
5718,2026498,2206931,6318,125996,409505,10251
5719,380,17,9337,28836,13509,10258
5720,271052,768,9823,369075,325,10268
5721,3721,6329,5048,27716,4285,10273
5722,710,1,2336,388,103,10295
5723,493338,109698,1215,2263067,10820,10299
5724,22644,277,9723,67440,3060,10301
5725,606,2452,4506,1602,7311,10312
5726,155,22423,2565,190,63566,10315
5727,223,135,6750,42,26,10321
5728,870143,287385,5151,1814,39979,10322
5729,68377,490,9906,32819,18,10322
5730,1861723,165373,6564,219755,2263791,10354
5731,1361982,1712381,8773,1328500,1613,10389
5732,3049,41,1299,6822,295,10391
5733,1153,82,5314,33432,2748,10398
5734,321881,11014,9303,524413,26063,10446
5735,1623774,604864,4931,173074,182692,10451
5736,300602,6977,3107,92019,2327,10466
5737,2069,30,7680,47430,73,10471
5738,0,672,9113,14,117812,10512
5739,966704,1843832,3221,1050782,2314,10522
5740,380426,27176,2797,70192,41578,10526
5741,188397,1706921,2027,1339771,6246,10527
5742,7,24,1952,361125,23904,10543
5743,5567,7156,241,1008,1744,10549
5744,2543,11,6663,3828,53,10578
5745,156859,89692,6793,98266,65,10581
5746,3,9,9791,2307,215,10600
5747,64317,4509,4308,3089,60625,10612
5748,191,2276,616,172,13991,10616
5749,1087,9935,4556,5598,5768,10639
5750,316045,1957,3437,54437,53,10646
5751,120215,224650,8061,40408,340934,10647
5752,443500,209299,7176,165436,748837,10652
5753,20893,496,2887,12912,5607,10663
5754,15,248,6491,456,36423,10676
5755,198957,90084,5426,6438,54980,10679
5756,52768,1991,3741,250824,83,10686
5757,13213,748,9712,205114,26410,10690
5758,6308,7771,9770,511,17186,10704
5759,66142,2791,4475,92178,1743,10716
5760,20168,74866,3769,4178,296890,10734
5761,78,9423,5675,2,175163,10742
5762,102653,227020,4771,49409,2263728,10743
5763,849602,249425,6654,1081185,1433117,10753
5764,841849,397463,11,190797,2263489,10768
5765,668890,800310,7690,884668,532,10778
5766,4737,618,9612,91,4647,10798
5767,919,443,3361,7545,4,10799
5768,1509816,7207,8632,373644,579169,10812
5769,3230,1,9971,39936,1069,10814
5770,1597370,1287270,1312,831766,240214,10817
5771,4962,87,2132,13891,1085,10823
5772,2252689,528000,9737,76804,1008746,10844
5773,716913,264133,1335,46,356260,10858
5774,202481,1938,7769,85088,1017,10881
5775,79,59,944,372,986,10893
5776,29,112,9549,46,46,10895
5777,246,146,7366,1279,97,10906
5778,12193,48949,1733,11753,47960,10914
5779,1105954,1192959,9557,467493,984023,10914
5780,189259,18946,3979,85,1093602,10917
5781,21460,20138,7059,143386,209727,10942
5782,15916,5717,3005,24820,4260,10945
5783,1999172,1213510,3513,1053350,664,10955
5784,79415,28974,8336,79010,527101,10962
5785,1673,1163467,9697,863,549002,10977
5786,3244,60906,6411,2471,67093,10998
5787,10,7,92,1245,2680,10999
5788,1758411,352039,8879,16062,2263890,11026
5789,9541,3063,4059,8681,172,11037
5790,9204,2948,4322,4488,7230,11077
5791,8417,72744,7762,9525,145025,11082
5792,376344,158504,3059,325443,2769,11085
5793,278429,1023,3127,471106,113494,11091
5794,3716,129531,3764,2844,157109,11102
5795,29173,192122,6486,5418,2263788,11104
5796,812,8408,6752,42,8838,11112
5797,17828,34214,8806,77188,72647,11126
5798,7592,1469,2784,35538,29302,11127
5799,312006,1265290,9634,363034,379710,11142
5800,1635881,382002,1151,28164,741930,11143
5801,318377,348,1070,465678,795,11143
5802,169730,708526,6755,80770,17913,11152
5803,1170,183929,6341,1432,142888,11159
5804,16,12,2920,281,3108,11160
5805,1749895,1997887,7598,884075,256278,11162
5806,2117930,1025398,9923,733873,537019,11165
5807,23,67,6248,252880,214764,11179
5808,2615,163,5669,2,19,11193
5809,1643374,1800471,6374,868066,370195,11226
5810,215,731,2365,7590,236,11240
5811,855983,2103893,8091,1099154,28669,11248
5812,65,100,409,165,11914,11253
5813,2166348,512095,6708,84858,1429846,11256
5814,8524,434303,9938,4575,194553,11262
5815,41804,4484,47,171288,2607,11279
5816,118223,1882951,6277,21693,134097,11281
5817,74820,1229595,4704,263,711501,11287
5818,544,5399,7428,3919,5964,11290
5819,9050,106,1443,21380,368,11293
5820,76368,21169,8422,255280,5034,11308
5821,1783,13974,4258,5688,164915,11313
5822,458,0,1083,1287,4804,11331
5823,89,473,8090,137,897,11334
5824,44,37,1469,814,16305,11348
5825,35155,4,5523,182882,552,11369
5826,542,408849,2260,460,142098,11416
5827,1041,3962,1533,29422,65641,11427
5828,1946,24952,9694,1466,21955,11437
5829,56888,208,2935,142180,4672,11443
5830,24,10687,534,1725,124091,11467
5831,2644,19988,4629,483,24230,11470
5832,1590406,2168535,6599,30052,235458,11472
5833,18158,3980,5992,21402,1435,11473
5834,34389,38825,931,21661,1397,11482
5835,5332,137,32,23854,874,11486
5836,1166,338,7593,2356,191,11492
5837,39001,295,1464,216629,2095,11500
5838,285,702,3072,2554,3,11520
5839,79914,289,6805,300442,5197,11541
5840,1913,4039,826,3678,4350,11542
5841,21,20593,5111,1774,246192,11575
5842,8345,694,3731,28200,217,11579
5843,10443,1425,1268,548136,2870,11592
5844,1443626,1473718,4400,919088,75421,11597
5845,62690,218,6869,275279,13143,11610
5846,154,165,556,413,1803,11647
5847,2250368,1587226,10,462776,367,11654
5848,1674732,365334,7214,573021,2263822,11665
5849,1575,75382,9745,2,70222,11667
5850,1466740,853197,9386,100028,2263898,11671
5851,1050,4494,1743,2201,1296,11676
5852,301,29598,9863,845,272110,11695
5853,193,203,72,31,3,11697
5854,2575,1079,1123,3990,206,11713
5855,416615,449212,6507,368643,7971,11721
5856,1161163,1116061,4807,70,2263731,11734
5857,417102,262568,5396,859776,163789,11734
5858,0,321,9141,14,93044,11772
5859,365,129631,4232,1575,65139,11808
5860,54,83,5198,449,8174,11838
5861,11556,60393,6432,67537,2263787,11845
5862,16939,820,9174,14037,364,11856
5863,13677,7940,3551,19177,44057,11857
5864,2260,7792,5019,9273,15837,11859
5865,41742,102,8337,150585,1399,11861
5866,1664022,2082546,3598,912105,23236,11883
5867,16928,144163,3900,2295,936775,11887
5868,1764,175126,9459,117,152085,11899
5869,77,605,9116,14,117847,11916
5870,91,18950,4095,966,155372,11927
5871,514879,1576865,6842,300526,642158,11928
5872,35,607,8312,384,533,11929
5873,316790,2062,781,80248,844,11930
5874,1287,142,7300,4684,253,11938
5875,6972,1708,2813,516,1539,11950
5876,24,5904,8083,137,108168,11951
5877,1547367,1284310,8531,1094,2263875,11952
5878,219,52,2681,276,11469,11959
5879,23791,3179,3756,9458,2234,12040
5880,381,572,9134,14,105484,12042
5881,15,10,1957,52,15977,12045
5882,5460,135752,8471,37,303130,12047
5883,1172144,65146,4321,70291,348405,12056
5884,1375,4535,2438,1213,476245,12077
5885,1599220,1666406,7479,220727,280647,12083
5886,2593,79990,3106,6273,165863,12084
5887,13,1545,2827,522,150778,12097
5888,38283,39827,7976,12663,73138,12099
5889,203922,30599,5029,29452,135392,12104
5890,1505794,604719,3207,568,1399002,12114
5891,150108,6476,7904,157804,46173,12117
5892,244015,174565,7237,2463,636501,12118
5893,704,39511,410,165,286376,12133
5894,39293,3609,7720,486368,41523,12139
5895,5742,359599,9800,5418,367960,12146
5896,2255,1549,4140,13525,783,12182
5897,2783,707,9881,157537,2298,12187
5898,337836,438281,7306,2263153,1186035,12190
5899,1025,1125,5446,114,432991,12234
5900,1461,10586,568,986,28255,12261
5901,4920,365,4537,27707,4333,12266
5902,904,982350,7467,2581,105354,12280
5903,2029977,1170310,4921,29203,2263735,12281
5904,28203,12602,5140,17764,204,12296
5905,1940571,847957,6878,157383,936221,12299
5906,52504,4678,8194,43070,77008,12315
5907,20605,14,8018,143691,88069,12329
5908,756,146,5480,328849,2365,12346
5909,2756,7219,5786,282,28223,12363
5910,4842,816,6946,24297,3843,12428
5911,38,47,7859,43653,2046,12439
5912,624,1,3297,2296,363,12442
5913,1512369,316760,9649,556426,1172102,12455
5914,1851454,1252882,2471,1572,2263643,12467
5915,87943,973735,5471,182856,24753,12484
5916,46082,104,9415,100126,1415,12489
5917,248459,50,7081,370531,1050,12507
5918,1611517,1988087,8104,2263164,49809,12521
5919,9656,1559,3130,28929,1739,12525
5920,742097,2041316,9107,612629,252166,12532
5921,2048,6466,5107,1217,4269,12550
5922,39879,852,1409,16193,592224,12558
5923,1796320,1031991,6818,569983,61776,12601
5924,1610829,837329,9315,341,1194970,12602
5925,2932,6461,9393,719,16345,12608
5926,106,670,3570,763,4366,12653
5927,42206,15890,8515,174829,2976,12671
5928,51602,241082,78,659156,5421,12672
5929,30155,1006,3435,107805,2361,12675
5930,19971,171798,5370,687049,10423,12675
5931,20603,2255,3447,111794,181,12682
5932,56382,6078,8497,13414,744,12687
5933,2073608,1741702,9312,264012,405875,12701
5934,1979782,1303920,9683,19298,2263907,12706
5935,524,3456,8323,1186,81990,12714
5936,2158,13334,940,3582,46298,12765
5937,2978,1,331,50053,222786,12770
5938,1036,1,9242,2863,1336,12789
5939,389915,1446,9389,640397,80,12792
5940,0,1568,3573,97824,18857,12800
5941,273,3133,597,11418,36944,12801
5942,192,71,9385,733,60,12804
5943,34254,164,9266,54958,592,12804
5944,110224,53289,5157,32773,3402,12815
5945,367894,1788582,7683,1328323,169063,12820
5946,116677,262,3785,556848,520,12833
5947,79566,5319,7870,207030,36500,12834
5948,113,63,6907,906,48064,12848
5949,1545990,2047381,3583,296400,874957,12848
5950,519821,1276,5136,60289,525,12864
5951,2877,62435,5640,2,187930,12890
5952,3227,25553,4070,5891,22492,12894
5953,1066967,1336256,3686,1054764,741130,12897
5954,21505,25564,7909,7596,6025,12904
5955,283742,1974938,8581,137679,693940,12913
5956,4176,16850,6100,756,69056,12918
5957,2548,5679,567,20219,4341,12919
5958,866,1808,5536,328935,2559,12920
5959,1195153,2146603,8871,1171734,70676,12925
5960,193,2626,4031,321,3774,12928
5961,3401,39,1306,107494,13,12937
5962,239,3,2061,28915,2369,12939
5963,19273,54,3251,296002,13,12942
5964,326,3869,5547,2842,10376,12961
5965,31355,1,4694,4157,4647,12970
5966,15373,79354,7984,2944,77215,12990
5967,2858,2459,6120,2871,28494,13001
5968,1095313,1713695,9289,447966,127110,13010
5969,1149,77,7149,1314,79363,13030
5970,2263,8217,4177,7862,4206,13031
5971,73,10621,961,3201,50482,13050
5972,3,1,8717,202,52846,13057
5973,3526,895,4176,7862,718,13063
5974,274,175524,8461,17240,54689,13085
5975,4026,31744,2885,5867,222970,13089
5976,1375615,40156,3818,729241,203,13104
5977,24,515,8342,3656,25682,13108
5978,63563,42887,7299,881764,5206,13110
5979,573,925,4018,4224,8536,13125
5980,220,1674,9002,4737,51002,13142
5981,1,511,6322,160,598531,13154
5982,4995,9929,4302,6032,181819,13173
5983,558275,2229327,6725,165171,168640,13193
5984,922,3486,272,3473,21620,13209
5985,195,10509,7303,3432,23621,13210
5986,1942925,2259815,1612,834251,164020,13225
5987,92952,2162,6407,299727,911,13233
5988,5,0,6151,878,656,13234
5989,2363,81,5028,1227,2026,13236
5990,22536,6461,3491,27481,351750,13238
